Age;Gender;Weight (kg);Height (m);Max_BPM;Avg_BPM;Resting_BPM;Session_Duration (hours);Calories_Burned;Workout_Type;Fat_Percentage;Water_Intake (liters);Workout_Frequency (days/week);Experience_Level;BMI;Daily meals frequency;Physical exercise;Carbs;Proteins;Fats;Calories;meal_name;meal_type;diet_type;sugar_g;sodium_mg;cholesterol_mg;serving_size_g;cooking_method;prep_time_min;cook_time_min;rating;Name of Exercise;Sets;Reps;Benefit;Burns Calories (per 30 min);Target Muscle Group;Equipment Needed;Difficulty Level;Body Part;Type of Muscle;Workout;BMI_calc;cal_from_macros;pct_carbs;protein_per_kg;pct_HRR;pct_maxHR;cal_balance;lean_mass_kg;expected_burn;Burns Calories (per 30 min)_bc;Burns_Calories_Bin
38.14;Female;46.65;1.74;197.59;167.57;63.98;1.03;1111.47;Strength;20.181.108.430.853.100;2.61;4.0;1.99;15.41;3.0;-0.01;242.54;97.59;64.91;1348.0;Other;Snack;Low-Carb;45.84;1449.16;181.29;390.2;Boiled;21.18;93.43;3.72;Bicycle Crunches;3.97;14.99;Strengthens back and improves posture;334.51;Shoulders, Triceps;Barbell;Beginner;Forearms;Posterior;Bicep Curls;15.408.244.153.785.100;1944.71;0.4988712970057232;2.091.961.414.790.990;0.7753162188458947;0.8480692342729895;236.53;3.723.551.291.700.700;6.890.906;5,98E+34;Low
18.7;Male;60.52;1.59;184.26;128.1;53.08;1.13;745.12;Yoga;2.467.253.622.686.320;2.21;2.0;1.0;23.94;2.01;0.07;205.11;81.67;54.34;1797.0;Other;Lunch;Balanced;37.17;1848.23;270.31;487.86;Boiled;39.81;109.55;2.03;Pull-ups;3.0;7.97;Isolates triceps;248.93;Quadriceps, Calves, Glutes;Cable Machine or Resistance Band;Advanced;Abs;Lats;Wrist curl;2.393.892.646.651.630;16.361.800.000.000.000;0.5014362722927794;13.494.712.491.738.200;0.5718859582253392;0.6952132855747314;1051.88;4.558.818.107.550.230;5.625.817.999.999.990;5,36E+33;Low
56.88;Male;61.81;1.52;196.3;156.79;66.01;1.31;942.41;Yoga;2.756.514.797.275.510;1.81;3.0;1.99;26.75;2.0;1.01;236.88;93.97;62.74;1841.0;Other;Breakfast;Vegetarian;17.62;1592.43;199.91;219.49;Fried;5.4;51.18;1.2;Russian Twists;4.99;18.97;Full body workout;336.5;Quadriceps;Resistance Band or Cable Machine;Intermediate;Abs;Upper;Decline cable crossovers;267.529.432.132.964;1888.06;0.5018484582057774;1.520.304.157.903.250;0.6967533962698593;0.79872643912379;898.59;4.477.198.203.804.000;881.63;6,27E+34;Low
34.04;Female;125.19;1.63;160.7;135.88;65.9;1.42;1359.79;Cardio;35.0;2.82;2.98;1.97;47.12;2.99;-0.02;207.96;82.58;54.81;3352.0;Other;Snack;Vegetarian;22.12;1443.64;181.17;277.1;Raw;46.47;57.91;4.71;Plyo Squats;5.01;22.07;Targets lower abs;345.85;Rear Deltoids, Upper Back;Barbell;Beginner;Back;Lower;Incline dumbbell flyes;4.711.882.268.809.510;1655.45;0.5024857289558731;0.6596373512261363;0.7381856540084388;0.8455507156191662;1992.21;813.735;982.214;7,85E+33;Medium
39.64;Female;71.27;1.6;173.16;130.01;67.04;0.87;574.2;Yoga;273.526.937.772.722;1.91;2.99;1.0;27.84;4.03;0.02;180.61;72.26;48.36;2006.0;Other;Breakfast;Paleo;43.16;740.21;124.23;424.52;Raw;44.39;101.26;1.61;Dragon Flags;4.0;17.93;Improves core stability;357.51;Legs, Core;Cable Machine;Beginner;Forearms;Wrist Extensors;Bent-over rows;27.839.843.749.999.900;1446.72;0.4993640787436408;10.138.908.376.596.000;0.5933848473426309;0.7508085008085008;1431.8;51.775.735.144.938.000;6.220.674;1,03E+36;High
27.28;Male;76.92;1.97;179.96;165.01;60.92;1.14;1128.6;Strength;23.129.862.438.740.500;2.32;2.0;1.0;19.82;1.99;0.99;302.15;120.54;80.26;1834.0;Other;Dinner;Vegetarian;33.15;609.46;35.42;365.32;Raw;55.93;63.41;4.32;Pull-ups;5.0;20.94;Strengthens lower body;353.36;Core, Obliques;Cable Machine;Intermediate;Chest;Posterior;Romanian deadlifts;19.820.144.811.770.400;2413.1;0.5008495296506568;15.670.826.833.073.300;0.8744119623655913;0.9169259835519004;7.054.000.000.000.000;5.912.850.981.212.080;8.056.608;9,35E+34;High
26.55;Female;70.85;1.66;184.55;125.02;67.99;0.8;791.28;Strength;2.788.962.985.731.500;1.68;3.03;1.0;25.71;4.0;-0.06;287.77;115.93;76.9;1927.0;Other;Snack;Balanced;31.01;255.05;267.69;469.54;Boiled;39.65;93.74;4.83;Calf Raises;4.98;22.05;Strengthens triceps and chest;336.44;Biceps, Forearms;Box or Platform;Intermediate;Arms;Upper;Bent-over lateral raises;25.711.278.850.341.100;2306.9;0.4989726472755645;16.362.738.179.251.900;0.4892759094028825;0.6774315903549173;1135.72;5.109.019.724.609.220;538.304;6,26E+34;Low
47.86;Female;73.57;1.83;193.98;130.83;70.89;1.05;1134.0;Strength;2.358.348.685.071.910;2.8;4.01;2.0;21.97;3.0;-0.01;229.48;92.51;61.13;1972.0;Other;Dinner;Paleo;32.08;1070.65;126.23;496.93;Fried;45.8;34.36;1.49;Bulgarian Split Squats;4.0;20.02;Improves coordination and cardiovascular health;360.55;Shoulders, Upper Back;Low Bar or TRX;Beginner;Abs;Wrist Extensors;Dumbbell flyes;21.968.407.536.803.100;1838.13;0.4993770843193897;12.574.418.920.755.700;0.4869607604192056;0.6744509743272503;838.0;5.621.962.872.392.590;7.571.550.000.000.000;1,10E+36;Very High
20.27;Male;76.93;1.62;168.62;132.1;51.05;1.35;969.57;Yoga;2.926.752.760.228.710;2.61;3.99;1.97;29.31;2.0;1.0;201.1;80.31;53.69;2196.0;Other;Snack;Balanced;33.26;1047.92;221.65;462.34;Grilled;22.7;43.68;4.41;Flutter Kicks;4.0;22.96;Strengthens lower abs and hip flexors;331.57;Legs, Shoulders, Core;Parallel Bars or Chair;Beginner;Legs;Lateral;Leg press;2.931.336.686.480.710;1608.85;0.4999844609503683;1.043.936.045.755.880;0.6893765416347707;0.7834183370893132;12.264.299.999.999.900;54.414.491.015.560.400;895.239;5,56E+35;Low
34.83;Female;44.97;1.62;196.25;157.02;64.88;0.56;552.89;Strength;207.526.636.917.688;2.0;1.98;1.0;17.14;1.97;-0.01;170.12;69.37;46.54;1247.0;Other;Breakfast;Low-Carb;42.89;1400.52;85.24;467.06;Fried;47.15;17.74;4.29;Prone Cobras;4.0;20.0;Improves core rotation strength;337.58;Quadriceps;None or Dumbbell;Advanced;Shoulders;Lower Chest;Decline cable crossovers;1.713.534.522.176.490;13.768.200.000.000.000;0.4942403509536467;15.425.839.448.521.200;0.7013777879272285;0.8001019108280255;694.11;3.563.752.713.781.150;3.780.896;6,44E+33;Low
45.62;Male;48.0;1.72;170.96;147.35;56.97;1.42;939.76;Yoga;23.241.758.260.934.200;2.0;3.01;1.03;16.22;3.02;-0.02;239.76;96.43;63.99;1308.0;Other;Breakfast;Paleo;37.38;1607.3;284.61;177.47;Baked;55.65;104.86;1.89;Shoulder Press;5.01;24.18;Activates and strengthens glutes;326.42;Glutes, Hamstrings, Core;Kettlebell;Beginner;Arms;Lower;Fat grip dumbbell curl;16.224.986.479.177.900;1920.67;0.4993257561163552;20.089.583.333.333.300;0.7928765681200104;0.8618975198876929;368.24;3.684.395.603.475.150;9.270.328;4,89E+34;Low
18.34;Female;63.7;1.59;184.95;125.56;50.22;1.87;2674.1;HIIT;24.194.767.465.320.700;2.7;3.97;3.0;25.2;2.0;0.02;215.95;86.16;57.32;1801.0;Other;Breakfast;Keto;44.59;2410.44;28.95;235.09;Baked;50.31;95.04;4.83;Thrusters;5.01;25.01;Isolates and strengthens triceps;353.82;Full Core;Bench, Barbell;Advanced;Abs;Anterior;Russian twists;2.519.678.810.173.640;17.243.200.000.000.000;0.500951099563886;1.352.590.266.875.980;0.5591924589920583;0.6788861854555286;-8.730.999.999.999.990;4.828.793.312.459.070;13.232.868;9,45E+33;High
36.98;Female;89.07;1.95;189.04;134.92;65.98;1.58;1848.6;Strength;21.795.884.748.067.000;3.5;4.97;3.0;23.42;1.99;-0.02;217.5;85.64;57.72;2378.0;Other;Lunch;Low-Carb;46.21;136.62;290.08;424.44;Fried;32.54;26.29;3.29;Incline Push-ups;4.01;22.93;Improves back strength and posture;359.96;Shoulders;Bench or Step;Advanced;Abs;Lower Chest;Bicycle crunches;23.424.063.116.370.800;1732.04;0.5022978684095055;0.9614909621645896;0.5602145294978058;0.7137113838341091;5.294.000.000.000.000;696.564.054.548.967;11.374.736;1,09E+36;High
47.81;Female;66.88;1.62;159.62;150.68;74.16;0.63;416.56;Yoga;24.926.381.851.578.600;1.51;1.99;1.02;25.48;3.01;-0.05;207.89;84.04;55.9;1614.0;Other;Snack;Vegetarian;26.83;1182.2;273.17;269.53;Baked;9.03;111.28;2.66;Thrusters;5.0;22.02;Builds lower body power;366.18;Upper Back, Rear Deltoids;Bench or Step;Beginner;Forearms;Lower Chest;Triceps dips;2.548.392.013.412.580;1670.82;0.4976957422104116;12.565.789.473.684.200;0.8953896559794056;0.9439919809547676;1197.44;5.020.923.581.766.410;4.613.868;1,25E+36;Very High
43.98;Male;97.27;1.83;194.17;129.8;56.03;1.27;1676.4;HIIT;31.590.084.356.586.900;3.48;4.0;2.0;29.05;1.99;-0.01;233.95;94.31;62.55;2633.0;Other;Dinner;Keto;32.94;2277.51;209.51;238.15;Steamed;25.19;38.24;4.89;Bicycle Crunches;5.0;23.83;Strengthens shoulders;354.03;Chest, Triceps;Cable Machine or Resistance Band;Beginner;Back;Quads;Chest flyes;29.045.358.177.311.900;1875.99;0.4988299511191424;0.9695692402590728;0.5340234544664834;0.6684863779162591;956.6;6.654.232.494.634.780;8.992.361.999.999.990;9,50E+33;High
49.13;Female;61.93;1.87;180.39;131.21;60.87;1.14;1231.2;Strength;18.741.526.313.033.500;3.0;3.97;2.0;17.71;1.98;-0.03;198.46;79.27;53.03;1747.0;Other;Lunch;Paleo;26.13;408.03;36.61;354.81;Roasted;18.61;87.69;2.43;Deadlift;4.0;24.89;Isolates triceps;334.32;Lower Abs, Hip Flexors;Bench or Step;Intermediate;Shoulders;Anterior;Bird dog;1.770.997.168.921.040;1588.19;0.4998394398655073;12.799.935.410.947.800;0.5885207496653281;0.7273684794057321;515.8;5.032.337.275.433.830;7.622.495.999.999.990;5,95E+34;Low
58.93;Female;88.19;1.76;186.95;167.31;74.11;1.36;979.2;Yoga;3.026.485.702.082.160;3.02;3.02;2.0;28.47;4.0;0.0;291.61;116.74;77.83;2298.0;Other;Breakfast;Low-Carb;20.93;1567.17;292.96;496.64;Baked;14.1;27.42;2.51;Bicep Curls;4.0;20.08;Improves shoulder health and posture;336.14;Legs, Shoulders, Core;Parallel Bars or Chair;Beginner;Legs;Triceps;Hanging leg raises;28.470.428.719.008.200;2333.87;0.4997879059244945;13.237.328.495.294.200;0.8259482453030841;0.8949451725060177;1318.8;6.149.942.259.333.740;9.143.008;6,22E+35;Low
52.6;Male;84.65;1.76;165.11;137.01;69.16;1.68;1307.38;Yoga;22.855.043.594.613.200;3.5;5.01;2.97;27.33;1.97;0.01;251.38;101.06;66.53;2332.0;Other;Breakfast;Balanced;8.17;1595.94;81.3;150.34;Steamed;10.37;87.72;4.3;Step-ups;3.99;22.93;Improves coordination and cardiovascular health;352.54;Core, Shoulders, Legs;Step or Box;Advanced;Arms;Upper;Barbell squats;27.327.608.471.074.300;2008.53;0.5006248350783906;1.193.857.058.476.070;0.707139134966128;0.8298104294106958;1024.62;653.032.055.971.599;11.845.344;9,18E+34;High
37.07;Female;52.7;1.71;184.22;156.61;50.1;1.13;1222.43;Strength;200.095.778.885.593;1.7;3.99;2.02;18.02;3.01;0.02;247.42;98.91;65.6;1374.0;Other;Breakfast;Vegan;12.85;1793.35;228.53;101.22;Roasted;50.8;82.34;4.58;Bird Dogs;4.01;24.98;Improves shoulder mobility and posture;348.87;Core, Obliques;Parallel Bars or Chair;Beginner;Arms;Upper;Barbell rows;1.802.263.944.461.540;1975.72;0.5009211831636062;187.685.009.487.666;0.7941395764986581;0.850124850721963;15.156.999.999.999.900;4.215.495.245.272.920;7.884.462;8,42E+34;High
51.11;Male;103.08;1.77;192.88;130.07;59.11;1.2;1057.92;Cardio;3.482.834.512.521.940;3.39;1.99;1.02;32.9;4.01;0.0;312.04;124.8;83.56;2630.0;Other;Snack;Vegetarian;8.86;1097.9;90.08;285.97;Raw;43.15;94.41;1.28;Pull-ups;4.0;14.95;Builds calf muscles;337.13;Calves;Step or Box;Intermediate;Chest;Lower Chest;Face pulls;32.902.422.675.476.300;2499.4;0.4993838521245099;1.210.710.128.055.870;0.5304627345443672;0.6743571132310244;1572.08;6.717.894.184.492.380;809.112;6,37E+34;Low
19.79;Female;117.29;1.81;195.84;160.77;53.64;1.35;972.0;Yoga;35.0;3.28;3.0;2.0;35.8;2.99;-0.02;216.07;86.59;57.4;3129.0;Other;Lunch;Vegan;20.04;1651.44;272.26;438.73;Fried;49.16;86.04;3.89;Jumping Jacks;3.0;10.12;Builds lower body power and endurance;229.52;Lower Back, Glutes;Resistance Band or Cable Machine;Advanced;Shoulders;Grip Strength;Decline dumbbell flyes;3.580.171.545.435.120;17.272.399.999.999.900;0.5003821125031843;0.7382556057634921;0.7533755274261604;0.8209252450980392;2157.0;762.385;6.197.040.000.000.000;2,76E+34;Low
51.73;Male;67.88;1.63;179.01;148.0;67.29;1.16;1021.73;Cardio;3.151.008.260.201.090;2.43;3.02;1.01;25.55;2.0;0.01;228.47;91.09;61.27;1823.0;Other;Dinner;Low-Carb;32.18;2401.89;16.58;298.1;Steamed;23.06;53.19;1.59;Push-ups;4.01;15.02;Builds explosive power;339.37;Full Body, Core, Shoulders;Dumbbells or Barbell;Intermediate;Shoulders;Lower Chest;Triceps dips;2.554.857.164.364.480;1829.67;0.4994780479540026;13.419.269.298.762.500;0.7224310776942356;0.8267694542204347;801.27;46.490.955.929.754.900;7.873.384;6,72E+34;Medium
31.21;Female;61.52;1.76;188.75;150.63;67.15;1.8;2102.76;Strength;2.020.798.144.860.100;2.7;4.01;2.98;19.86;3.0;-0.02;184.46;72.71;48.76;1672.0;Other;Breakfast;Keto;17.17;830.46;156.08;313.2;Roasted;23.07;12.58;2.74;Reverse Lunges;5.0;14.93;Improves balance and coordination;356.04;Lower Chest, Triceps;Resistance Band or Cable Machine;Beginner;Abs;Middle;Leg press;1.986.053.719.008.260;1467.52;0.5027802006105538;1.181.892.067.620.280;0.6865131578947368;0.7980397350993377;-4.307.600.000.000.000;4.908.804.981.282.060;1.281.744;9,95E+34;High
34.07;Male;71.71;1.64;169.77;133.66;67.12;1.27;1373.89;Strength;2.784.184.840.074.740;2.11;4.02;2.02;26.66;4.0;0.03;245.65;97.53;64.53;1949.0;Other;Lunch;Paleo;46.32;435.27;243.17;416.55;Baked;12.69;18.02;4.01;Tricep Dips;4.01;22.97;Builds calf muscles;355.33;Obliques, Core;Parallel Bars or Chair;Advanced;Shoulders;Lateral;Preacher curls;2.666.195.716.835.210;1953.49;0.5029971998832858;1.360.061.358.248.500;0.648222113979542;0.7873004653354538;5.751.099.999.999.990;5.174.461.051.182.390;9.025.382;9,79E+34;High
41.31;Male;51.49;1.8;166.39;125.73;60.02;1.09;1044.66;Cardio;1.726.673.946.368.360;2.09;4.0;1.98;15.89;2.97;0.01;223.16;89.11;59.24;1550.0;Other;Snack;Vegan;39.85;1453.85;191.6;272.69;Baked;57.68;85.54;2.87;Step-ups;3.99;20.92;Targets lower chest;360.88;Rear Deltoids, Upper Back;Dumbbells or Barbell;Beginner;Arms;Quads;Decline dumbbell press;15.891.975.308.641.900;17.822.399.999.999.900;0.5008528593230991;17.306.273.062.730.600;0.6177493654225817;0.7556343530260233;5.053.399.999.999.990;42.599.355.850.149.200;7.867.184.000.000.000;1,11E+36;Very High
51.13;Male;64.0;1.79;190.75;130.26;72.08;1.08;1424.41;HIIT;24.908.045.800.241.300;2.7;4.0;1.99;19.97;1.99;1.0;200.49;80.7;53.99;1689.0;Other;Lunch;Vegan;44.97;583.1;37.03;231.0;Steamed;14.33;8.2;3.73;Resistance Band Pull-Aparts;4.0;18.01;Improves back strength and posture;338.01;Core;Bench or Step;Advanced;Chest;Posterior;Seated calf raises;1.997.440.779.001.900;1610.67;0.4979045987073702;12.609.375;0.4902671273278839;0.6828833551769331;2.645.899.999.999.990;4.805.885.068.784.550;7.301.016.000.000.000;6,51E+35;Medium
22.72;Female;56.81;1.55;178.62;131.62;73.02;1.37;1480.83;Strength;2.488.502.167.311.980;1.89;4.01;2.01;23.65;3.01;1.0;214.44;85.27;57.27;1717.0;Other;Dinner;Paleo;12.38;723.86;300.29;101.85;Fried;17.05;13.93;1.95;Renegade Rows;4.02;15.99;Targets lower abs;357.64;Legs, Shoulders, Core;Barbell;Advanced;Abs;Upper;Hanging leg raises;23.646.201.873.048.900;1714.27;0.5003645866753779;15.009.681.394.120.700;0.5549242424242424;0.7368715709327063;23.617.000.000.000.000;426.728.191.875.006;9.799.336;1,03E+36;High
20.13;Female;71.01;1.58;167.14;167.13;54.1;1.06;1398.03;HIIT;2.968.531.608.743.920;1.49;3.0;1.99;28.44;3.02;0.02;153.44;62.49;41.78;1994.0;Other;Dinner;Balanced;0.6;250.41;135.2;314.19;Boiled;30.19;115.21;3.51;Step-ups;4.04;23.14;Improves cardiovascular fitness;353.32;Biceps, Forearms;Cable Machine;Intermediate;Arms;Wrist Flexors;Chest flyes;28.444.960.743.470.500;1239.74;0.4950715472599093;0.8800168990283058;0.9999115357395612;0.9999401699174344;595.97;4.993.045.704.630.930;7.490.384;9,34E+33;High
39.77;Female;51.95;1.82;160.83;159.91;70.71;0.89;783.2;Cardio;21.906.140.424.762.600;3.0;3.02;1.0;15.68;4.01;0.01;223.34;88.56;59.15;1396.0;Other;Breakfast;Balanced;2.53;107.86;95.04;141.84;Raw;53.46;10.22;2.6;Seated Rows;4.98;21.94;Builds shoulder width;347.88;Legs, Core;Low Bar or TRX;Beginner;Legs;Anterior;Decline dumbbell press;1.568.349.233.184.390;17.799.499.999.999.900;0.501901738812888;1.704.716.073.147.250;0.989791389258766;0.9942796741901384;612.8;405.697.600.493.358;6.192.264;8,23E+34;Medium
57.24;Female;64.68;1.56;176.95;144.07;72.84;1.52;1777.03;Strength;25.011.876.377.298.500;2.7;4.99;2.99;26.58;1.98;3.0;371.22;148.77;99.05;2023.0;Other;Dinner;Balanced;21.03;548.33;247.32;390.3;Roasted;41.81;33.1;2.5;Zottman Curls;3.98;15.07;Improves core rotation strength;362.56;Lower Abs, Hip Flexors;Bench or Step;Intermediate;Forearms;Wrist Flexors;Dumbbell flyes;26.577.909.270.216.900;2971.41;0.4997223540339435;23.000.927.643.784.700;0.6841801940255499;0.814184797965527;24.597.000.000.000.000;485.023.183.591.633;11.021.824;1,15E+35;Very High
18.68;Male;46.14;1.63;184.0;127.93;62.68;1.35;1786.46;HIIT;15.383.708.034.658.500;1.6;3.97;2.03;17.37;3.03;0.04;175.31;69.3;46.59;1284.0;Other;Lunch;Vegan;4.94;623.57;294.52;365.7;Steamed;19.93;65.18;3.53;Dragon Flags;3.99;16.91;Builds upper body strength;333.5;Core, Obliques;Box or Platform;Beginner;Shoulders;Lower;Dumbbell curls;17.366.103.353.532.300;1397.75;0.5016920050080487;15.019.505.851.755.500;0.5378338278931751;0.6952717391304348;-502.46;3.904.195.711.280.850;900.45;5,83E+34;Low
31.1;Male;48.9;1.51;195.07;131.23;60.06;1.47;1456.62;Strength;2.393.188.341.237.530;2.01;2.0;1.01;21.45;3.01;-0.02;228.64;91.4;61.49;1268.0;Other;Snack;Vegan;40.58;2027.9;267.11;193.52;Roasted;21.67;74.06;3.75;Decline Push-ups;3.0;11.94;Builds unilateral leg strength and balance;165.26;Biceps, Forearms;Box or Platform;Intermediate;Forearms;Wrist Flexors;Bent-over rows;214.464.277.882.549;1833.57;0.4987865202855632;18.691.206.543.967.200;0.5271461373231612;0.6727328651253396;-1.886.199.999.999.990;3.719.730.901.134.840;4.858.644;1,90E+32;Low
32.99;Male;79.02;1.66;160.85;155.87;69.03;1.29;1393.2;Strength;2.791.283.625.197.570;1.93;3.99;2.0;28.68;2.98;0.02;176.52;71.6;47.81;2245.0;Other;Breakfast;Vegan;36.22;1820.3;84.49;480.94;Baked;24.64;51.3;1.18;Plyo Squats;3.98;16.95;Builds back strength;342.97;Quadriceps, Calves, Glutes;Dumbbells or Barbell;Advanced;Shoulders;Lats;Barbell hip thrusts;2.867.615.038.467.120;1422.77;0.4962713579847762;0.9060997215894708;0.9457634502287084;0.969039477774324;851.8;5.696.327.679.368.870;8.848.626;7,33E+35;Medium
48.55;Female;87.74;2.0;162.38;127.03;55.89;1.82;2606.6;HIIT;2.162.908.106.645.140;3.52;4.0;3.02;21.94;2.01;-0.05;180.31;72.13;48.01;2507.0;Other;Lunch;Low-Carb;10.25;1066.62;125.89;425.38;Roasted;35.85;29.76;1.12;Plyo Squats;3.98;23.01;Advanced core exercise;369.5;Lower Back, Glutes;Step or Box;Intermediate;Shoulders;Lower Chest;Concentration curls;21.935;1441.85;0.5002184693276;0.8220879872350125;0.6680439477885248;0.7823007759576303;-9.959.999.999.999.990;6.876.264.427.229.540;1344.98;1,35E+35;Very High
21.98;Female;45.11;1.72;166.03;131.68;54.03;1.49;1070.12;Yoga;22.043.130.829.904.700;1.8;3.99;1.97;15.25;3.02;-0.0;176.83;70.51;47.4;1270.0;Other;Lunch;Vegan;16.27;2322.84;149.5;469.26;Baked;14.44;27.78;2.5;Russian Twists;5.0;22.0;Improves posture and strengthens upper back;330.6;Shoulders, Upper Back;Parallel Bars or Chair;Intermediate;Back;Posterior;Wrist extension;15.248.107.084.910.700;1415.96;0.4995338851379983;1.563.068.055.863.440;0.6933035714285715;0.7931096789736795;1.998.800.000.000.000;35.166.343.682.629.900;985.188;5,43E+34;Low
48.74;Female;49.54;1.54;178.86;152.86;62.81;1.28;1222.66;Cardio;2.434.443.379.469.220;2.1;2.99;1.94;20.89;2.02;0.03;221.87;89.75;59.93;1525.0;Other;Lunch;Keto;48.83;2143.06;182.91;345.79;Baked;18.13;44.53;3.85;Squats;4.01;15.9;Strengthens shoulders;359.87;Core;Bench, Barbell;Beginner;Arms;Lateral;Bent-over rows;20.888.851.408.331.900;1785.85;0.4969510317215892;18.116.673.395.236.100;0.7759586385178803;0.8546349099854635;3.023.399.999.999.990;3.747.976.749.810.940;9.212.672;1,09E+36;High
49.26;Male;68.53;1.62;190.21;122.3;62.11;1.14;819.43;Yoga;2.637.525.710.513.510;1.9;4.01;1.98;26.11;2.0;0.01;205.14;83.04;54.97;2068.0;Other;Snack;Keto;41.18;542.81;237.31;195.72;Grilled;57.84;11.78;4.38;Flutter Kicks;4.0;22.0;Full body workout;339.03;Legs, Core;Cable Machine;Beginner;Arms;Grip Strength;Incline dumbbell flyes;26.112.635.269.013.800;1647.45;0.4980788491304743;12.117.320.881.365.800;0.4698672911787664;0.6429735555438725;12.485.700.000.000.000;5.045.503.630.585.080;7.729.883.999.999.990;6,67E+33;Medium
39.18;Male;49.66;1.61;166.83;127.6;49.97;1.17;1416.99;HIIT;1.996.811.931.990.840;2.51;2.02;1.01;19.16;3.02;0.0;191.77;76.93;51.21;1352.0;Other;Breakfast;Low-Carb;49.71;738.26;284.81;416.31;Grilled;18.93;26.08;1.58;Russian Twists;4.0;16.08;Improves posture and back strength;325.92;Shoulders, Upper Back;Pull-up Bar;Beginner;Back;Grip Strength;Decline dumbbell press;1.915.821.148.875.420;1535.69;0.4995018525874363;1.549.134.111.961.330;0.6642991613896969;0.7648504465623688;-6.499.000.000.000.000;39.743.831.945.733.400;7.626.528;4,83E+34;Low
27.1;Male;52.92;1.58;165.78;142.42;61.96;1.27;913.64;Yoga;2.683.873.129.085.820;1.8;3.99;1.99;21.2;2.0;1.02;270.01;108.25;71.81;1598.0;Other;Dinner;Vegan;32.45;468.26;167.93;183.79;Boiled;47.29;61.96;3.43;Turkish Get-ups;5.0;15.01;Strengthens back and legs;351.5;Core, Lower Back;Parallel Bars or Chair;Advanced;Chest;Posterior;Military press;21.198.525.877.263.200;2159.33;0.500173664979415;20.455.404.383.975.800;0.7749951839722595;0.8590903607190251;684.36;3.871.694.340.087.780;8.928.100.000.000.000;8,96E+33;High
45.09;Male;78.93;1.95;188.94;135.09;68.88;1.47;1587.6;Strength;23.021.990.283.628.500;2.81;3.02;2.0;20.76;3.99;3.01;376.44;150.8;100.22;2294.0;Other;Lunch;Low-Carb;36.32;642.36;137.26;221.07;Boiled;55.84;42.01;3.09;Plyo Squats;4.99;22.93;Combines lower body and upper body strength;349.76;Quadriceps, Glutes;Bench or Step;Advanced;Legs;Wrist Extensors;Wrist curl;20.757.396.449.704.100;3010.94;0.5000963154363753;1.910.553.655.137.460;0.5514742628685658;0.7149888853604319;7.064.000.000.000.000;60.758.743.069.132;10.282.944;8,60E+33;High
46.14;Female;59.76;1.65;175.15;136.8;69.03;1.69;1758.95;Cardio;2.432.425.946.085.020;2.73;3.99;3.01;21.95;2.99;0.98;313.41;124.44;82.83;1727.0;Other;Lunch;Vegan;13.56;1959.97;203.47;336.34;Baked;60.03;61.12;3.77;Shoulder Press;4.0;20.83;Improves hip power and cardiovascular fitness;368.0;Full Body;Resistance Band or Cable Machine;Beginner;Legs;Lats;Hammer curl;21.950.413.223.140.400;2496.87;0.5020846099316345;20.823.293.172.690.700;0.6386166603844705;0.7810448187268056;-31.950.000.000.000.000;4.522.382.254.619.580;1243.84;1,30E+36;Very High
26.22;Male;125.7;1.76;175.88;163.55;66.12;1.14;1094.4;Cardio;35.0;3.08;4.0;2.0;40.58;3.0;-0.02;163.6;64.95;44.05;3391.0;Other;Snack;Low-Carb;19.01;348.78;113.2;452.45;Steamed;57.58;30.46;1.13;Bicep Curls;4.99;23.93;Strengthens triceps and chest;340.88;Full Body, Core, Shoulders;Dumbbells;Beginner;Arms;Middle;Bicycle crunches;4.057.980.371.900.820;1310.65;0.4992942433143859;0.5167064439140812;0.8876639941690964;0.9298953832158292;2296.6;81.705;7.772.063.999.999.990;6,97E+35;Medium
32.04;Male;61.52;1.58;182.64;135.05;53.96;1.86;2661.85;HIIT;24.824.852.766.314.000;2.69;5.03;3.01;24.64;2.01;-0.01;200.93;81.06;53.86;1654.0;Other;Lunch;Balanced;14.9;146.78;193.89;467.41;Fried;53.99;120.36;3.9;Bench Press;3.99;17.95;Builds shoulder width;342.03;Core, Lower Back;Bench or Chair;Advanced;Back;Grip Strength;Incline cable crossovers;24.643.486.620.733.800;1612.7;0.4983691945185093;13.176.202.860.858.200;0.6301678582530309;0.7394327639071399;-1007.85;4.624.775.057.816.350;12.723.516;7,17E+34;Medium
